fullname,Сайт,Отчёт,Год отчёта,учащихся,Английский_егэ,,Французский_егэ,,Немецкий_егэ,,Русский_егэ,,География_егэ,,Обществознание_егэ,,Литература_егэ,,История_егэ,,Информатика_егэ,,Математика_егэ,,Химия_егэ,,Биология_егэ,,Физика_егэ,,address,lng,lat
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 904»,http://sch904u.mskobr.ru/,http://sch904u.mskobr.ru/files/pb_14-15_9041.pdf,2015,,74,,,,,,69,,72,,54,,53,,51,,60,,48,,54,,59,,55,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 97»,http://sch97z.mskobr.ru/,http://sch97z.mskobr.ru/files/publichn_otchet_14-15-novyy1.pdf,2015,,65,,,,,,71,,54,,54,,59,,45,,61,,52,,55,,59,,58,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1249,http://schs1249.mskobr.ru/,http://schs1249.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202014%20%281%29.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 924»,http://sch924.mskobr.ru/,http://sch924.mskobr.ru/files/publichnyj_doklad_direktora_2014-20151.pdf,2015,,66,,,,,,73,,93,,42,,,,50,,57,,27,,58,,60,,36,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1905,http://sch1905uv.mskobr.ru/,http://sch1905uv.mskobr.ru/files/%202014-2015%282%29.pdf,2015,,80,,,,,,73.5,,,,68,,60,,54,,65,,80,,56,,58,,59,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1256 имени героя советского союза И.С.Полбина»,http://sch1256uv.mskobr.ru/,https://drive.google.com/file/d/0B8h1iCXgpBthV3BxdVVrQXdrems/edit,2014,,70,,,,,,72,,,,58,,59,,51,,60,,49,,60,,61,,53,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1302,http://schu1302.mskobr.ru/,http://schu1302.mskobr.ru/report/publichnyj_doklad_direktora_2014_2015_uchebnyj_god/,2014,,74,,,,,,77,,,,65,,46,,65,,60,,54,,67,,76,,52,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1317»,http://sch1317.mskobr.ru/,http://sch1317.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%D0%B7%D0%B0%202014-2015%20%28%D1%81%D0%B0%D0%B9%D1%82%29.pdf,2015,,82,,,,,,79,,,,65,,63,,56,,62,,58,,64,,77,,,,,,
Государственное бюджетное профессиональное образовательное учреждение города Москвы «Первый московский образовательный комплекс»,1-mok.mskobr.ru,http://1-mok.ru/files/pdf/report/publichnyj-doklad-za-2014-2015-uch-god.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 224»,http://sch224s.mskobr.ru/,http://sch224s.mskobr.ru/files/public-documents/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4_%D0%93%D0%91%D0%9E%D0%A3_%D0%A1%D0%9E%D0%A8_224_2014-2015.pdf,2015,,70,,,,,,71,,,,61,,87,,53,,71,,59,,60,,62,,71,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 201 ордена Трудового Красного Знамени имени Героев Советского Союза Зои и Александра Космодемьянских»,http://gym201s.mskobr.ru/,http://gym201s.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82_06.10.2015.pdf,2015,,76,,53,,86,,81,,67,,64,,66,,55,,62,,55,,70,,75,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1387»,http://sch1387.mskobr.ru/,http://sch1387.mskobr.ru/report/,2014,,73.9,,,,69,,71.2,,,,61.3,,52.5,,60.2,,56.5,,45,,72,,50.5,,59,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 875»,http://sch875.mskobr.ru/,https://yadi.sk/i/45J4ROj0hbXhH,2015,,,,,,,,71,,,,,,,,,,,,54,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2100,http://sch2100.mskobr.ru/,http://sch2100.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%282100%29.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 625»,http://gym625uz.mskobr.ru/,ftp://school521.dlinkddns.com/public/site/docs/pub_otchet/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202014-2015%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%BE%D0%B4.pdf,2015,,78,,,,,,74,,,,70,,74,,61,,64,,56,,59,,51,,57,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением естественных наук № 1376,http://1376.mskobr.ru/,http://1376.mskobr.ru/files/publichnyj_otchet_za_2014-2015_uchebnyj_god.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 771,http://sch771s.mskobr.ru/,http://sch771s.mskobr.ru/files/GLAVNAYA/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4_2014-2015.pdf,2015,,68.9,,,,,,71,,77,,59,,75,,52,,43,,46,,64,,72,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1799 «Экополис»,http://gym1799.mskobr.ru/,http://gym1799.mskobr.ru/files/0%20%D0%94%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8F%20%D0%93%D0%B8%D0%BC%D0%BD%D0%B0%D0%B7%D0%B8%D0%B8%20%2B.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1995»,http://sch1995uz.mskobr.ru/,http://sch1995uz.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202014-215%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B8%CC%86%20%D0%B3%D0%BE%D0%B4.pdf,2015,,77,,,,,,74,,,,67,,65,,54,,60,,57,,55,,63,,55,,,,
Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1536,http://gym1536uz.mskobr.ru/,http://gym1536uz.mskobr.ru/files/publichnyj_otchet_za_2014-2015_uchebnyj_god.pdf,2015,,70,,,,,,75,,62,,60,,64,,54,,55,,51,,57,,51,,55,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1374»,http://sch1374sv.mskobr.ru/,http://sch1374sv.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%93%D0%91%D0%9E%D0%A3%20%D0%A1%D0%9E%D0%A8%20%E2%84%961374%20%D0%B7%D0%B0%202013-2014%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%BE%D0%B4%283%29.docx,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 626 имени Н.И.Сац""",http://sch626uz.mskobr.ru/,http://sch626uz.mskobr.ru/files/publichnyj_doklad_2014-2015_uch_god.pdf,2015,,57,,,,,,65,,37,,51,,58,,43,,41,,46,,54,,58,,51,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1150 имени Героя Советского Союза К.К. Рокоссовского»,http://sch1150zg.mskobr.ru/,http://sch1150zg.mskobr.ru/files/publichnyj_doklad_ri_s_prilozheniyami_na_sajt.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 90 «Многопрофильный образовательный комплекс» имени Героя Советского Союза Е.Г.Ларикова»,http://sch90.mskobr.ru/,http://sch90.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1246»,sch1246v.mskobr.ru,http://sch1246v.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82.docx,2015,,77,,,,,,72,,,,60,,61,,56,,58,,44,,63,,61,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1592»,http://sch1592.mskobr.ru/,http://sch1592.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%D0%B7%D0%B0%202014%20%3D%202015%20%D0%B3%D0%BE%D0%B4%20%D0%9A%D0%9E%D0%9C%D0%9F%D0%9B%D0%95%D0%9A%D0%A1.docx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1381»,http://sch1381.mskobr.ru/,http://sch1381.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0.pdf,2015,,64,,,,,,69,,40,,59,,55,,48,,54,,48,,37,,26,,50,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Шуваловская гимназия № 1448»,http://sch1448.mskobr.ru/,http://sch1448.mskobr.ru/files/%282%29.pdf,2014,,80,,,,,,77,,,,69,,,,,,,,58,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1631,http://sch1631s.mskobr.ru/,http://sch1631s.mskobr.ru/files/june2015/pubRep.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 950»,http://sch950sv.mskobr.ru/,http://sch950sv.mskobr.ru/files/publ_doklad_2015.pdf,2015,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 536»,http://sch536uz.mskobr.ru/,http://sch536uz.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0%20%28%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%B0%20%D1%81%D0%B0%D0%BC%D0%BE%D0%BE%D0%B1%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%29%202015%20.pdf,2015,,75,,,,,,71,,58,,60,,56,,57,,50,,49,,68,,57,,62,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1973»,http://1973.mskobr.ru/,http://1973.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015.doc,2015,,76,,,,,,77,,59,,60,,68,,48,,64,,53,,62,,70,,65,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного (английского) языка № 1241»,http://sch1241.mskobr.ru/,http://sch1241.mskobr.ru/files/publichnyy-doklad-direktora.pdf,2014,,66,,,,,,71,,,,61,,61,,50,,,,52,,51,,72,,27,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 167 имени Маршала Л.А.Говорова,http://sch167s.mskobr.ru/,http://sch167s.mskobr.ru/files/%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BF%D0%B0%D0%BF%D0%BA%D0%B0/%D0%B4%D0%BE%D0%BA%D0%B8/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4_PDF.pdf,2015,,61,,95,,80,,73,,54,,59,,62,,48,,56,,50,,59,,59,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1319»,http://sch1319.mskobr.ru/,http://sch1319.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015.pdf,2015,,85,,95,,,,83,,,,69,,71,,62,,75,,63,,76,,84,,64,,,,
Частное образовательное учреждение средняя общеобразовательная школа «Ломоносовская школа»,http://lomon.mskobr.ru/,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1280,http://sch1280uz.mskobr.ru/,http://sch1280uz.mskobr.ru/files/%D0%94%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D1%8B/publichnyj_otchet_gbou_sosh_1280.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка №1383»,http://sch1383.mskobr.ru/,http://sch1383.mskobr.ru/files/publichniy%20otchet.docx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1232,http://sch1232.mskobr.ru/,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 183»,http://sch183.mskobr.ru/,http://sch183.mskobr.ru/files/___%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4__%D1%80%D0%B5%D0%B4%D0%B0%D0%BA%D1%86%D0%B8%D1%8F_28082015.pdf,2015,,69,,,,,,75,,,,56,,,,52,,54,,45,,62,,64,,50,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и английского языка № 1307,http://sch1307.mskobr.ru/,http://sch1307.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%93%D0%91%D0%9E%D0%A3%20%D0%A1%D0%9E%D0%A8%20%E2%84%96%201307%20%D0%B7%D0%B0%202015%20%D0%B3%D0%BE%D0%B4.pdf,2015,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1297»,schuc1297.mskobr.ru,http://schuc1297.mskobr.ru/files/publichnyj_doklad_rukovoditelya_ou.pdf,2015,,,,,,,,76,,,,68,,68,,,,,,48,,63,,,,60,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 180,http://sch180sv-new.mskobr.ru/,http://sch180sv-new.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы гимназия № 402 имени АлииМолдагуловой,http://sch402.mskobr.ru/,http://sch402.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2001»,http://sch2001u.mskobr.ru/,http://sch2001u.mskobr.ru/files/publichnyj_doklad_direktora.pdf,2014,,68.7,,,,,,76.2,,82,,63,,64.9,,57.4,,65.6,,52,,62.4,,61.2,,49.25,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1451»,http://lyc1451u.mskobr.ru/,http://lyc1451u.mskobr.ru/files/publichnyi_doklad_2015.docx,2015,,66,,,,,,74,,73,,63,,58,,55,,,,49,,46,,49,,49,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1948 «Лингвист-м»,http://sch1948uz.mskobr.ru/,http://sch1948uz.mskobr.ru/files/publichnyj_otchet_za_2014-2015_uchebnyj_god.pdf,2015,,66,,,,,,74,,55,,61,,50,,54,,50,,48,,60,,67,,49,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1392 имени Д.В.Рябинкина»,http://schtn1392.mskobr.ru/,http://schtn1392.mskobr.ru/files/publichnyj_otchyot_za_20142015_uch.docx,2015,,63,,,,,,,,54,,49,,57,,46,,45,,,,48,,50,,48,,,,
"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 937 имени Героя Российской Федерации А.В. Перова""",http://sch937u.mskobr.ru/,http://sch937u.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D1%91%D1%82_%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D1%8B%D0%B9.doc,2015,,74,,,,,,68,,47,,53,,59,,39,,48,,49,,63,,52,,58,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 648»,http://sch648.mskobr.ru/,http://sch648.mskobr.ru/files/_%D0%BE%D1%82%D1%87%D0%B5%D1%82_2015.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы Гимназия № 2072,http://sch2072v.mskobr.ru/,http://sch2072v.mskobr.ru/files/pd_2014.pdf,2014,,63,,69,,,,69,,,,58.3,,51.2,,52,,63.7,,49,,62,,68.6,,45,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 166»,http://sch166.mskobr.ru/,http://sch166.mskobr.ru/files/publichnyj_doklad_direktora_2014-2015_god_13.pdf,2015,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 806,http://sch806.mskobr.ru/,https://yadi.sk/i/iNOzWYpriVrbG,2015,,51,,,,,,68,,55,,49,,66,,42,,42,,39,,58,,48,,51,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1716 «Эврика-огонек»,http://sch1716uv.mskobr.ru/,http://sch1716uv.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015%20%D0%B3..doc,2015,,,,,,,,73,,,,60,,66,,,,,,40,,73,,,,65,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1861 «Загорье»»,http://sch1861u.mskobr.ru/,http://sch1861u.mskobr.ru/files/doklad1.pdf,2015,,72,,,,,,72,,64,,64,,56,,55,,62,,44,,61,,60,,59,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гмназия № 1596»,http://gym1596.mskobr.ru/,http://gym1596.mskobr.ru/files/publ.docx,2015,,68,,,,,,70,,,,59,,63,,54,,60,,48.9,,53,,49,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 718»,http://sch718zg.mskobr.ru/,http://sch718zg.mskobr.ru/files/_718-2015.pdf,2015,,68.4,,,,,,73.4,,-,,64.4,,54.2,,49,,-,,58.3,,65.3,,66.2,,56.4,,,,
Муниципальное автономное общеобразовательное учреждение «Гимназия г. Троицка»,http://gymtroitska.mskobr.ru/,http://gymtroitska.mskobr.ru/files/publichnyj_doklad_2014-2015_uch_g.pdf,2015,,70,,,,,,72,,52,,63,,58,,62,,69,,52,,70,,69,,51,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1391»,http://schtn1391.mskobr.ru/,http://schtn1391.mskobr.ru/files/%202014.pdf,2014,,60,,,,,,65,,54.5,,57,,35,,,,52.7,,42.6,,55,,52,,45.3,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1415,http://sch1415sv.mskobr.ru/,http://sch1415sv.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB.%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202015.pdf,2015,,77.2,,,,,,77,,65,,69,,66,,61,,82,,61,,68,,71,,62,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 949»,http://sch949u.mskobr.ru/,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Московский культурологический лицей № 1310»,http://lyc1310.mskobr.ru/,http://lyc1310.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%202015%281%29.pdf,2015,,64.8,,,,,,78.1,,,,59.39,,66.1,,79.9,,60,,40.1,,71,,43.4,,46,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1056,http://sch1056sz.mskobr.ru/,http://sch1056sz.mskobr.ru/files/%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202015.pdf,2015,,71,,69,,,,70,,,,58,,60,,53,,61,,53,,48,,65,,55,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2103,http://sch2103uz.mskobr.ru/,http://sch2103uz.mskobr.ru/files/%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B%20%D0%BA%20%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D0%BE%D0%BC%D1%83%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%D1%83%20%20%D0%93%D0%91%D0%9E%D0%A3%20%D0%A1%D0%9E%D0%A8%20%E2%84%962103%281%29.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1250»,http://sch1250s.mskobr.ru/,http://sch1250s.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014_2015.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1143,http://sch1143uv.mskobr.ru/,http://sch1143uv.mskobr.ru/report/,2014,,61,,,,49,,65.9,,,,54.1,,54.9,,47,,54.1,,40.9,,57,,56.9,,42.4,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 597,http://sch597s.mskobr.ru/,http://sch597s.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015.pdf,2015,,80,,,,,,77,,73,,66,,75,,46,,81,,57,,90,,89,,80,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 867»,http://sch867u.mskobr.ru/,http://sch867.edusite.ru/index1/direktor/2014-2015.pdf,2015,,63,,,,,,69,,57,,59,,0,,52,,51,,52,,59,,60,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 825»,http://sch825uv.mskobr.ru/,http://sch825uv.mskobr.ru/files/publichnyj_doklad_za_2014-2015_uchebnyj_god.pdf,2015,,77.38,,,,,,69.8,,53.5,,58.03,,72,,59.88,,57,,46.03,,66.22,,66.64,,54,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 508»,http://sch508u.mskobr.ru/,http://sch508u.mskobr.ru/files/publichnyj_doklad_za_2014-2015_uch_g.docx,2015,,61,,,,,,71,,56,,64,,64,,65,,61.6,,50,,78,,58,,60.5,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1399,http://schu1399.mskobr.ru/,http://schu1399.mskobr.ru/report/,2015,,,,,,,,78,,78,,66,,,,,,,,53,,50,,,,61,,,,
Государственное бюджетное образовательное учреждение города Москвы Вешняковская лингвистическая гимназия № 1389,http://sch1389u.mskobr.ru/,https://yadi.sk/i/OvQHsIjBimroH,2015,,77,,,,,,72,,69,,60,,57,,46,,67,,54,,60,,65,,54,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1213»,http://sch1213s.mskobr.ru/,http://sch1213s.mskobr.ru/files/kompleksnyj_analiz.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1985,http://sch1985.mskobr.ru/,http://sch1985.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202015.pdf,2015,,72.5,,,,,,,,,,53,,54,,44,,53,,49,,75,,62,,59,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1242»,http://sch1242u.mskobr.ru/,http://sch1242u.mskobr.ru/report/,2015,,75,,,,,,72.1,,64.5,,59.7,,69.3,,55.8,,70,,45.5,,53.7,,67.5,,46,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1371»,http://sch1371z.mskobr.ru/,http://sch1371z.mskobr.ru/files/attach_files/otchet_2015.docx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 64»,http://sch64.mskobr.ru/,http://www.youblisher.com/p/1209928-%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9-%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4/,2015,,63,,,,,,76,,,,60,,52,,55,,59,,48,,65,,64,,52,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р.Поповича»,http://itschool.mskobr.ru/,http://itschool.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20227%282%29.pdf,2015,,,,,,,,58,,53,,52,,43,,43,,27,,25,,40,,50,,39,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1466 имени Надежды Рушевой»,http://sch1466u.mskobr.ru/,http://sch1466u.mskobr.ru/files/publichnyj_doklad_2014-2015gg.pdf,2015,,76,,,,,,63,,,,49,,63,,47,,38,,45,,43,,44,,44,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением информационных технологий № 1368»,http://sch1368uz.mskobr.ru/,http://sch1368uz.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 417»,http://sch417uv.mskobr.ru/,http://sch417uv.mskobr.ru/files/analiz_raboty_gbou_shkoly_417_7.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1421,http://sch1421uv.mskobr.ru/,http://sch1421uv.mskobr.ru/files/Pub_doklad_2014_15.pdf,2015,,66,,,,,,76,,,,65,,,,64,,63,,50,,69,,70,,59,,,,
