fullname,Сайт,Отчёт,Год отчёта,учащихся,Английский_егэ,,Французский_егэ,,Немецкий_егэ,,Русский_егэ,,География_егэ,,Обществознание_егэ,,Литература_егэ,,История_егэ,,Информатика_егэ,,Математика_егэ,,Химия_егэ,,Биология_егэ,,Физика_егэ,,address,lng,lat
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 975,sch975u.mskobr.ru,http://sch975u.mskobr.ru/report/,2015,,,,,,,,66,,,,48,,,,44,,61,,,,71,,43,,48,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 149»,sch149.mskobr.ru,http://sch149.mskobr.ru/files/Public_doklad/2014_2015/Publ_doklad_2014_2015.pdf,2015,,72,,,,,,71,,89,,64,,56,,43,,53,,59,,,,71,,58,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1909 имени Героя Советского Союза А.К. Новикова,sch1909uv.mskobr.ru,http://sch1909uv.mskobr.ru/files/%201909_2015.pdf,2014,,64.04,,,,61.69,,65.9,,,,53.09,,58.4,,47.14,,,,50.9,,50,,53.1,,51.5,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 996,sch996.mskobr.ru,https://drive.google.com/file/d/0B8pXnmk-jTqXODQ1bzNlN3MyckE/edit,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1650,schec1650.mskobr.ru,http://schec1650.mskobr.ru/files/files/dok/lokal_akt/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%8F%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%A2.%20%D0%90..pdf,2015,,75,,,,,,73,,,,66,,,,51,,,,63,,61,,65,,49,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2113»,sch2113.mskobr.ru,http://sch2113.mskobr.ru/files/%20%D0%B7%D0%B0%202014-2015%20%28%D0%98.%D0%BE.%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0%20%D0%9F%D0%B0%D0%BB%D0%B5%D1%85%D0%BE%D0%B2%D0%B0%20%D0%98.%D0%92.%29%281%29.pdf,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 538 имени С.В. Гришина»,sch538uz.mskobr.ru,http://sch538uz.mskobr.ru/files/public_otchet_2013_2014.doc,2014,,61.2,,,,,,67.2,,,,58.8,,61,,63.5,,50,,46.8,,56.5,,65.6,,43.6,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1613»,sch1613uz.mskobr.ru,http://sch1613uz.mskobr.ru/report/,2015,,63,,,,,,74,,45,,59,,52,,56,,,,,,62,,68,,46,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2115»,sch2115.mskobr.ru,http://sch2115.mskobr.ru/files/%28%D0%9A%D0%9E%D0%9F%29%20%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202015%20%D0%B3%D0%BE%D0%B4.docx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2099»,sch2099.mskobr.ru,http://sch2099.mskobr.ru/report/publichnyj_otchet_gbou_shkola_2099_za_2014-2015_uchebnyj_god/,2015,,,,,,,,72,,,,,,44,,,,,,42,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экономики № 1301 имени Е.Т. Гайдара»,sch1301v.mskobr.ru,http://sch1301v.mskobr.ru/files/2014-2015/publichny_doklad%2014-15.pdf,2015,,59,,,,,,70,,,,58,,62,,55,,68,,42,,50,,46,,52,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 362»,schv362.mskobr.ru,http://schv362.mskobr.ru/files/-2015-2016%281%29.pdf,2015,,64,,,,,,59,,58,,52,,48,,39,,,,38,,40,,46,,42,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1349»,schzv1349.mskobr.ru,http://schzv1349.mskobr.ru/files/publ14-15.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 463 имени Героя Советского Союза Д.Н.Медведева»,schu463.mskobr.ru,http://schu463.mskobr.ru/files/publ_dokl_2015.pdf,2015,,,,,,,,74,,,,61,,,,61,,59,,49,,58,,61,,69,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Перспектива»,perspektiva.mskobr.ru,http://perspektiva.mskobr.ru/files/po_2014-2015.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 439 «Инженерный лицей «Интеллект»,sch439uv.mskobr.ru,http://sch439uv.mskobr.ru/files/otchet_direktora_14-15.pdf,2015,,55,,,,,,68,,,,51,,59,,32,,50,,42,,44,,50,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2111 «Новая волна»,sch2111.mskobr.ru,http://sch2111.mskobr.ru/files/publichnyj_doklad_3_str.pdf,2015,,,,,,,,70,,51,,50,,54,,39,,,,39,,74,,66,,50,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 19»,schuzu19.mskobr.ru,http://schuzu19.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 810»,sch810v.mskobr.ru,http://sch810v.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 386»,sch386.mskobr.ru,http://sch386.mskobr.ru/report/,2015,,54,,,,,,75,,,,61,,54,,51,,60,,41,,38,,43,,52,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1022»,sch1022.mskobr.ru,http://sch1022.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D0%B0%202014-2015.pdf,2015,,73,,,,,,68,,,,59,,,,48,,79,,57,,66,,60,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 856»,schu856.mskobr.ru,http://schu856.mskobr.ru/files/samoobsledovanie-pokazateli_2013-2014.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы «Школа № 920»,sch920v.mskobr.ru,http://sch920v.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%BE%D0%B4.pdf,2015,,64,,,,,,,,64,,57,,64,,46,,47,,,,57,,50,,47,,,,
Государственное бюджетное профессиональное образовательное учреждение города Москвы «Техникум сервиса и туризма № 29»,tsit29.mskobr.ru,http://tsit29.mskobr.ru/files/Publichnii_doklad/publichnyj_doklad_31_12_2013.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 494 имени Героя Российской Федерации А.Н. Рожкова»,sch494.mskobr.ru,http://sch494.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202013-2014.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 744 имени Петра Николаевича Еремеева»,sch744s.mskobr.ru,http://sch744s.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202014-2015.pdf,2015,,,,,,,,73,,,,50,,56,,55,,,,36,,47,,62,,,,,,
Государственное бюджетное профессиональное образовательное учреждение города Москвы «Многопрофильный центр образования»,mco.mskobr.ru,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 842»,sch842zg.mskobr.ru,http://sch842zg.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%B8%D1%82%D0%BE%D0%B3.pdf,2015,,66,,,,,,65,,56,,56,,68,,57,,52,,39,,57,,62,,52,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 492»,sch492u.mskobr.ru,http://sch492u.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»,sch1847s.mskobr.ru,http://itschool.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20227%282%29.pdf,2015,,65,,,,,,66,,60,,52,,58,,50,,,,37,,52,,45,,50,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования» Бескудниковский»,schs849.mskobr.ru,http://cob.mskobr.ru/files/publichnyj_doklad_2014-2015.pdf,2015,,72,,,,,,70,,,,56,,59,,,,,,45,,,,,,55,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2048»,sch2048.mskobr.ru,http://sch2048.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2129» имени Героя Советского Союза П.И. Романова,sch2056uv.mskobr.ru,http://sch2129uv.mskobr.ru/report/,2014,,47,,,,,,,,,,57,,,,58,,52,,45,,64,,64,,45,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 2200»,sch1268.mskobr.ru,http://gymnasium2200.mskobr.ru/files/publichniy_doklad/%D0%9F%D0%A3%D0%91%D0%9B%D0%98%D0%A7%D0%9D%D0%AB%D0%99%20%D0%94%D0%9E%D0%9A%D0%9B%D0%90%D0%94%202014-2015%20%D0%BE%D1%82%2030%20%D0%B8%D1%8E%D0%BD%D1%8F%202015%20%D0%B3....pdf,2015,,83.7,,,,,,80,,55,,63,,,,59.3,,40,,42.6,,66.3,,63.8,,62.5,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 734 «Школа самоопределения»,cog734.mskobr.ru,http://cog734.mskobr.ru/files/publichnyj_otchet_o_deyatel_nosti_gbou_co_734_2014-15_god.pdf,2015,,67,,,,,,69,,-,,54,,57,,53,,55,,54,,70,,59,,58,,,,
Государственное бюджетное профессиональное образовательное учреждение города Москвы «Западный комплекс непрерывного образования»,pk42.mskobr.ru,http://zkno.mskobr.ru/files/Pologenia/%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202015.pdf,2015,,53,,,,,,65,,,,57,,,,52,,62,,45,,64,,53,,43,,,,
