LegalAddress,FullName,ShortName
"117216, г.Москва, ул.Грина, д.18 б",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1356»,ГБОУ школа № 1356
"109469, г. Москва, ул. Белореченская, д. 47, корп. 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1547»,ГБОУ лицей № 1547
"125284, г. Москва, 1-й Боткинский проезд, дом 7А",Государственное автономное профессиональное образовательное учреждение города Москвы «Политехнический колледж № 8 имени дважды Героя Советского Союза И.Ф. Павлова»,ГАПОУ ПК № 8 им. И.Ф. Павлова
"127591, г. Москва, Керамический пр-д, д.59",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж автомобильного транспорта № 9»,ГБПОУ КАТ № 9
"125222, г. Москва, улица Дубравная, дом 41, корпус 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углублённым изучением иностранных языков № 1900»,ГБОУ школа № 1900
"115211, г. Москва, Каширское ш., д.55, корп.7",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1828 «Сабурово»,ГБОУ лицей № 1828 «Сабурово»
"125368, г. Москва, 3-й Митинский переулок, д. 12, корп. 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1747»,ГБОУ школа № 1747
"127434, г. Москва, Дмитровское шоссе, дом 5 А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 218»,ГБОУ школа № 218
"115372, г. Москва, ул.Лебедянская, д.16",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 947»,ГБОУ школа № 947
"119330, г. Москва, ул.Дружбы, д.8",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1586»,ГБОУ лицей № 1586
"107014, г. Москва, ул. Барболина, д.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1282»,ГБОУ школа № 1282
"117546, г. Москва, ул. Медынская, д. 9А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 933»,ГБОУ школа № 933
"125480, г. Москва, ул. Вилиса Лациса, 33-2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1399»,ГБОУ школа № 1399
"117393, г. Москва, ул. Академика Пилюгина, дом 18, корпус 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 117»,ГБОУ школа № 117
"127055, г. Москва, Тихвинский пер., д.3",Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильный лицей № 1501»,ГБОУ лицей № 1501
"119526, г. Москва, просп. Вернадского, д.101, корп.5",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 875»,ГБОУ школа № 875
"129110, г. Москва, ул. Большая Переяславская, д. 1, стр. 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2107»,ГБОУ школа № 2107
"121609, г. Москва, ул. Крылатские холмы, д.23",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 63»,ГБОУ школа № 63
"127486, г. Москва, ул. Дегунинская, дом 18",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2100»,ГБОУ «Школа № 2100»
"107014, г. Москва, улица Егерская, дом 4",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1530 «Школа Ломоносова»,ГБОУ гимназия № 1530 «Школа Ломоносова»
"109462, г. Москва, Волгоградский проспект, д.66, корпус 4",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 641 имени Сергея Есенина»,ГБОУ школа № 641 имени С. Есенина
"125412, г. Москва, Шоссе Коровинское, дом 24 А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 236 имени Героя Советского Союза Г. И. Щедрина»,ГБОУ школа № 236
"127253, г. Москва, ул. Псковская: д.11",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1573»,ГБОУ гимназия № 1573
"125167, г. Москва, проезд Аэропорта, дом 10",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1287»,ГБОУ школа № 1287
"121471, г. Москва, Можайское ш., д.18, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 587»,ГБОУ школа № 587
"119021, г. Москва, Зубовский б-р, д.5, стр.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1253 с углубленным изучением иностранного языка»,ГБОУ школа № 1253
"125310, г. Москва, Ангелов переулок, д. 2, корп. 2",Государственное бюджетное образовательное учреждение дополнительного образования города Москвы «Дворец творчества детей и молодежи «Неоткрытые острова»,ГБОУДО ДТДМ «Неоткрытые острова»
"109240, г. Москва, 1-ый Котельнический пер., д.5",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2104 на Таганке»,ГБОУ школа № 2104 на Таганке
"125183, г. Москва, 4-й Новомихалковский проезд, дом № 14, строение № 3",Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат № 10 «Московский кадетский корпус полиции имени Героя Советского Союза А.И.Попрядухина»,ГКОУ КШИ № 10
"125373, г. Москва, ул. Героев Панфиловцев, д. 35, кор. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 827»,ГБОУ школа № 827
"117279, г. Москва, ул.Генерала Антонова, дом 4А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 49»,ГБОУ школа № 49
"121353, г. Москва, Беловежская ул., д. 67",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 384 имени Д.К. Корнеева»,ГБОУ школа № 384
"117186, г. Москва, Севастопольский просп., д. 43А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 626 имени Н.И.Сац»,ГБОУ Школа № 626
"125475, г. Москва, ул.Клинская, д.22",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1474»,ГБОУ школа № 1474
"109369, г. Москва, ул. Перерва, дом 44",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2087 «Многопрофильный образовательный комплекс «Открытие»,ГБОУ школа № 2087 «Открытие»
"125080, г. Москва, Светлый проезд, д. 2а",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технический пожарно-спасательный колледж имени Героя Российской Федерации В.М. Максимчука»,ГБОУ ТПСК им. В. М. Максимчука
"109544, г. Москва, Новорогожская ул., д.9",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1468»,ГБОУ школа № 1468
"109548, г. Москва, ул. Полбина, д. 18",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 773 «Центр образования «Печатники»,ГБОУ «Школа № 773 «Центр образования «Печатники»
"109029, г. Москва, ул.Средняя Калитниковская, д.22, стр.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 480 им. В.В.Талалихина»,ГБОУ школа № 480
"109156, г. Москва, ул. Привольная, д. 37",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1460»,ГБОУ школа № 1460
"117041, г. Москва, ул. Адмирала Лазарева, д. 62, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1492»,ГБОУ школа № 1492
"127642, г. Москва, Сухонская ул., д.13",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 967»,ГБОУ школа № 967
"105187, г. Москва, Измайловское шоссе, дом 60",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением экономики № 1301 имени Е.Т. Гайдара»,ГБОУ Школа № 1301 имени Е.Т. Гайдара
"119192, г. Москва, Мичуринский просп., д.42",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 38»,ГБОУ школа № 38
"129085, г. Москва, ул. Годовикова, д.4, стр. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1531 «Лингвистическая» имени С. К. Годовикова»,ГБОУ гимназия № 1531
"117587, г. Москва, Варшавское ш., д.126А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1623»,ГБОУ школа № 1623
"119192, г. Москва, Мичуринский проспект, д. 15, корп. 2, 3",Государственное автономное общеобразовательное учреждение города Москвы «Гимназия № 1306»,ГАОУ гимназия № 1306
"115304, г. Москва, ул. Ереванская, д. 20, корп. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1466 имени Надежды Рушевой»,ГБОУ Школа № 1466 имени Надежды Рушевой
"125438, г. Москва, 3-й Лихачевский переулок, д. 2а",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 727»,ГБОУ школа № 727
"107392, г. Москва, ул. Знаменская, д.12/4",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1799 «Экополис»,ГБОУ гимназия № 1799 «Экополис»
"117628, г. Москва, ул. Ратная, д.6Б",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1613»,ГБОУ школа № 1613
"105066, г. Москва, Елоховский пр., д.1, стр.5",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 345 имени А.С. Пушкина»,ГБОУ школа № 345 имени А.С. Пушкина
"127254, г. Москва, улица Яблочкова, дом 10",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка № 1236»,ГБОУ Школа № 1236
"125299, г. Москва, ул. Большая Академическая, д. 22а",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1576»,ГБОУ гимназия № 1576
"121354, г. Москва, Можайское ш., д.38, корп.7",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1400»,ГБОУ школа № 1400
"109652, г. Москва, ул. Люблинская, д. 173А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1566 «Марьинская гимназия с кадетскими классами памяти Героев Сталинградской битвы»,ГБОУ школа № 1566
"105425, г. Москва, ул. 5-я Парковая, дом 51",Государственное бюджетное образовательное учреждение дополнительного профессионального образования города Москвы «Центр военно-патриотического и гражданского воспитания»,ГБОУ ДПО ЦВПГВ
"121352, г. Москва, ул.Кременчугская, д.46",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 97»,ГБОУ школа № 97
"117042, г. Москва, улица Поляны, дом 53",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1883 «Бутово»,ГБОУ школа № 1883 «Бутово»
"115598, г. Москва, Загорьевский пр., д.13",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1861 «Загорье»,ГБОУ школа № 1861 «Загорье»
"107589, г. Москва, ул. Хабаровская, д.4а",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1516»,ГБОУ Гимназия № 1516
"109649, г. Москва, Капотня, 5 Квартал, д. 28",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1996»,ГБОУ школа № 1996
"107076, г. Москва, 1-й Зборовский переулок, д. 3",Государственное автономное образовательное учреждение дополнительного профессионального образования города Москвы «Московский центр технологической модернизации образования»,ГАОУ ДПО «ТемоЦентр»
"105173, г. Москва, ул. Главная, 9А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1021»,ГБОУ школа № 1021
"111555, г. Москва, ул. Молостовых, д. 10А",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1502 при МЭИ»,ГБОУ лицей № 1502 при МЭИ
"127411, г. Москва, ул. Учинская, д. 10",Государственное бюджетное образовательное учреждение дополнительного образования города Москвы «Центр развития творчества детей и юношества «Гермес»,ГБОУ ДО ЦРТДЮ «Гермес»
"124498, г. Москва, Зеленоград, корп. 429А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 618»,ГБОУ школа № 618
"117216, г. Москва, улица Феодосийская, дом 11А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1174»,ГБОУ Школа № 1174
"117403, г. Москва, Востряковский проезд, д. 13А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 667 имени Героя Советского Союза К.Я. Самсонова»,ГБОУ школа № 667
"109542, г. Москва, Рязанский проспект, д. 82, корп. 4",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1363»,ГБОУ школа № 1363
"121374, г. Москва, Кутузовский пр-т, д.80",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 712»,ГБОУ школа № 712
"115598, г. Москва, ул.Липецкая, д.15, корп.2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 935»,ГБОУ школа № 935
"109443, г. Москва, ул. Юных Ленинцев, д. 68, корп. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 479 имени дважды Героя Советского Союза Маршала В.И. Чуйкова»,ГБОУ Школа № 479
"109117, г. Москва, ул. Васильцовский стан, д. 4",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1421»,ГБОУ СОШ № 1421
"125239, г. Москва, Новопетровская ул., д. 1а",Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования «Школа здоровья» № 1679»,ГБОУ ЦО «Школа здоровья» № 1679
"107207, г. Москва, Щелковское ш., д.77А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1352»,ГБОУ школа № 1352
"105484, г. Москва, Сиреневый бульвар, дом 55",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 356 имени Н.З. Коляды»,ГБОУ школа № 356 имени Н.З. Коляды
"111524, г. Москва, ул.Плющева, д.11А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2126 «Перово»,ГБОУ школа № 2126 «Перово»
"111402, г. Москва, ул. Кетчерская, д.8А",Государственное бюджетное общеобразовательное учреждение города Москвы «Вешняковская лингвистическая гимназия № 1389»,ГБОУ ВЛГ № 1389
"127273, г. Москва, улица Отрадная, 1А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 950»,ГБОУ школа № 950
"115516, г. Москва, ул. Веселая, д. 12.",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 870»,ГБОУ Школа № 870
"127560, г. Москва, улица Коненкова, д.8А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Многопрофильный комплекс Бибирево»,ГБОУ ШМК Бибирево
"115280, г. Москва, Велозаводская ул., д.8",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московский многопрофильный техникум им. Л.Б. Красина»,ГБПОУ ММТ им. Л.Б. Красина
"109559, г. Москва, ул. Марьинский парк, д. 37",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2092 имени И.Н.Кожедуба»,ГБОУ школа № 2092
"109117, г. Москва, ул. Окская, д. 16, корп. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 825»,ГБОУ школа № 825
"115035, г. Москва, Садовническая набережная, дом 37",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 518»,ГБОУ Школа № 518
"124445, г. Москва, Валдайский проезд, д. 14",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 158»,ГБОУ школа № 158
"111538, г. Москва, ул. Косинская, д. 10А",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 402 имени Алии Молдагуловой»,ГБОУ гимназия № 402 имени Алии Молдагуловой
"127247, г. Москва, Бескудниковский бульвар, д. 50а",Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования «Бескудниковский»,ГБОУ центр образования «Бескудниковский»
"105484, г. Москва, ул. 16-я Парковая, д. 20",Государственное автономное профессиональное образовательное учреждение города Москвы «Технологический колледж № 24»,ГАПОУ ТК № 24
"117570, г. Москва, ул.Чертановская, д.44А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 880»,ГБОУ школа № 880
"119285, город Москва, улица Пырьева, дом 11",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 74»,ГБОУ школа № 74
"109341, г. Москва, ул.Братиславская, д.4",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1562 имени Артема Боровика»,ГБОУ гимназия № 1562
"119602, г. Москва, ул. Академика Анохина, д. 32",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 14»,ГБОУ школа № 14
"127576, г. Москва, ул.Новгородская, д.8",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1416 «Лианозово»,ГБОУ школа № 1416
"117036, г. Москва, ул. Гримау, д.8",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 45 имени Л.И. Мильграма»,ГБОУ гимназия № 45
"105425, г. Москва, Щелковское ш., д.26А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 2033»,ГБОУ школа № 2033
"125362, г. Москва, ул. Большая Набережная, 23",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 830»,ГБОУ школа № 830
"127282, г. Москва, ул. Тихомирова, д. 10, к. 1",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Первый Московский Образовательный Комплекс»,ГБПОУ «1-й МОК»
"111675, г. Москва, ул.Дмитриевского, д.13",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2031»,ГБОУ школа № 2031
"125057, г. Москва, Чапаевский переулок, д. 6, стр 1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением немецкого языка № 1249»,ГБОУ школа № 1249
"115191, г. Москва, ул. Малая Тульская, д. 15",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 547»,ГБОУ Школа № 547
"111673, г. Москва, ул. Новокосинская, д. 13А",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1925»,ГБОУ гимназия № 1925
"111539, г. Москва, ул. Реутовская, д. 2 А",Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 892,ГБОУ СОШ № 892
"119602, г. Москва, ул.Никулинская, д.10",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1329»,ГБОУ школа № 1329
"129090, г. Москва, ул.Каланчевская, д.26, стр.1",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж железнодорожного и городского транспорта»,ГБПОУ КЖГТ
"105118, г. Москва, пр-т Буденного, д.15А",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 429 «Соколиная гора»,ГБОУ лицей № 429 «Соколиная гора»
"115088, г. Москва, ул. 1-я Дубровская, д. 16",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1274 имени В.В.Маяковского»,ГБОУ гимназия № 1274
"111401, г. Москва, ул. 3-я Владимирская, дом 12 А",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1637»,ГБОУ гимназия № 1637
"124536, г. Москва, Зеленоград, корп. 509",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1557»,ГБОУ лицей № 1557
"111399, г. Москва, Федеративный проспект, д. 1 А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 423»,ГБОУ школа № 423
"121108, г. Москва, ул. Кастанаевская, д. 59",Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат «Навигацкая школа»,ГКОУ КШИ «Навигацкая школа»
"127051, г. Москва, Трубная ул., д.36",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2054»,ГБОУ школа № 2054
"109651, г. Москва, Батайский проезд, дом 21",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2110 «Многопрофильный образовательный комплекс «Марьино»,ГБОУ школа № 2110 «МОК «Марьино»
"115563, г. Москва, Борисовский проезд, д. 13",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 996»,ГБОУ школа № 996
"127572, г. Москва, ул.Новгородская, д.21А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1430 имени Героя Социалистического Труда Г.В. Кисунько»,ГБОУ школа № 1430
"125363, г. Москва, ул. Аэродромная, д. 9",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2097»,ГБОУ школа № 2097
"119296, г. Москва, Ломоносовский проспект, дом 16",Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1533 (информационных технологий)»,ГБОУ лицей № 1533
"125430, г. Москва, ул. Митинская, д.48, кор. 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1191»,ГБОУ школа № 1191
"109388, г. Москва, ул. Гурьянова, д. 33",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Спектр»,ГБОУ школа «Спектр»
"111401, г. Москва, ул. 2-я Владимировская, д. 22 А",Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 1852,ГБОУ СОШ № 1852
"107078, г. Москва, Малый Козловский пер., д. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа лидерства Лаудер Эц Хайм № 1621»,ГБОУ «Школа № 1621»
"123060, г. Москва, улица Маршала Конева, дом 10.",Государственное бюджетное общеобразовательное учреждение города Москвы «Курчатовская школа»,ГБОУ «Курчатовская школа»
"105043, г. Москва, Первомайская улица, 65",Государственное бюджетное общеобразовательное учреждение города Москвы «Измайловская гимназия № 1508»,ГБОУ Измайловская гимназия № 1508
"125502, г. Москва, ул. Фестивальная, д. 69",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1590 имени Героя Советского Союза В.В. Колесника»,ГБОУ гимназия № 1590
"127566, г. Москва, Северный бульвар, д. 1 а",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1411»,ГБОУ школа № 1411
"129226, г. Москва, 2-ой Сельскохозяйственный проезд, д. 4, корп. 1",Государственное автономное образовательное учреждение высшего образования города Москвы «Московский городской педагогический университет»,ГАОУ ВО МГПУ
"109651, г. Москва, Новочеркасский бульвар, дом 19",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 491 «Марьино»,ГБОУ гимназия № 491
"127576, г. Москва, улица Угличская, дом 6 А",Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1449 имени Героя Советского Союза М.В. Водопьянова»,ГБОУ ЦО № 1449
"115230, г. Москва, ул. Нагатинская, д. 4, кор. 1",Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технологический колледж № 34»,ГБПОУ ТК № 34
"115582, г. Москва, ул.Домодедовская д.35, корп.2",Государственное автономное общеобразовательное учреждение города Москвы «Центр образования № 548 «Царицыно»,ГАОУ ЦО № 548
"125008, г. Москва, ул. Михалковская, д. 3","Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 185 имени Героя Советского Союза, Героя Социалистического Труда В.С. Гризодубовой»",ГБОУ школа № 185
"127474, г. Москва, Дубнинская улица, дом 41",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 183»,ГБОУ школа № 183
"115522, г. Москва, ул.Кантемировская, д.22, корп.6",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2000»,ГБОУ школа № 2000
"107014, г. Москва, ул. Большая Оленья, д. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1404 «Гамма»,ГБОУ гимназия № 1404 «Гамма»
"124489, г. Москва, Зеленоград, корп.603 А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 854»,ГБОУ школа № 854
"109382, г. Москва, ул. Мариупольская, д. 3",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 338»,ГБОУ школа № 338
"121596, г. Москва, Можайское шоссе, д. 50",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 809»,ГБОУ Школа № 809
"125502, г. Москва, Петрозаводская ул., д. 19А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 597 «Новое поколение»,ГБОУ «Школа № 597 «Новое Поколение»
"111141, г. Москва, ул. Перовская, д.37",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 920»,ГБОУ школа № 920
"117405, г. Москва, ул.Газопровод, д.5А",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 924»,ГБОУ школа № 924
"109052, г. Москва, ул. Нижегородская, д. 64",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1222 имени Маршала Советского Союза И.Х. Баграмяна»,ГБОУ Школа № 1222
"107140, г. Москва, Русаковская ул., д.10, стр.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 315»,ГБОУ школа № 315
"119421, г. Москва, ул.Новаторов, д.34, корп.1",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 9»,ГБОУ школа № 9
"115054, г. Москва, 5-й Монетчиковский пер., д.7",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1259 с углубленным изучением иностранных языков»,ГБОУ школа № 1259 с углубленным изучением иностранных языков
"111555, г. Москва, улица Молостовых, дом 6А.",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 922»,ГБОУ школа № 922
"123182, г. Москва, ул. Авиационная, д.71, корп. 3",Государственное бюджетное образовательное учреждение города Москвы «Школа № 1005 «Алые паруса»,ГБОУ школа № 1005 «Алые паруса»
"109390, г. Москва, 1-ая улица Текстильщиков, д. 16",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 687»,ГБОУ школа № 687
